1_x,
Time,Acceleration
TIME,ACCEL
6.655,0.222012749
6.66,0.217266331
6.665,0.209362171
6.67,0.201644337
6.675,0.19194556
6.68,0.182472337
6.685,0.172194967
6.69,0.162064698
6.695,0.152199208
6.7,0.142588691
6.705,0.133919612
6.71,0.125505507
6.715,0.118944858
6.72,0.112423436
6.725,0.107922183
6.73,0.103538611
6.735,0.101116368
6.74,0.098772579
6.745,0.097899787
6.75,0.097051512
6.755,0.097144675
6.76,0.097219205
6.765,0.097792894
6.77,0.098321473
6.775,0.099184458
6.78,0.099988603
6.785,0.101400761
6.79,0.102812919
6.795,0.105539167
6.8,0.108147736
6.805,0.113266808
6.81,0.118621238
6.815,0.127672776
6.82,0.136439921
6.825,0.150120198
6.83,0.163418016
6.835,0.182423303
6.84,0.200899032
6.845,0.225297977
6.85,0.248990844
6.855,0.278106787
6.86,0.306330326
6.865,0.338554978
6.87,0.369740125
6.875,0.402994475
6.88,0.435670233
6.885,0.468051791
6.89,0.499452685
6.895,0.527431057
6.9,0.554517024
6.905,0.574993309
6.91,0.594704676
6.915,0.604795719
6.92,0.614376816
6.925,0.611797569
6.93,0.609012578
6.935,0.59246876
6.94,0.57608175
6.945,0.545436066
6.95,0.515290424
6.955,0.471739092
6.96,0.429148811
6.965,0.375369142
6.97,0.322491685
6.975,0.261386449
6.98,0.201310911
6.985,0.136900834
6.99,0.073949986
6.995,0.010719649
7,-0.051070091
7.005,-0.109206854
7.01,-0.165977551
7.015,-0.215814947
7.02,-0.264465737
7.025,-0.303839437
7.03,-0.342252085
7.035,-0.370230457
7.04,-0.397492944
7.045,-0.414438836
7.05,-0.430914008
7.055,-0.438396482
7.06,-0.445633789
7.065,-0.446222188
7.07,-0.446722327
7.075,-0.443594006
7.08,-0.440475491
7.085,-0.437013744
7.09,-0.433591223
7.095,-0.432894951
7.1,-0.432130032
7.105,-0.436552831
7.11,-0.440759884
7.115,-0.451547199
7.12,-0.461952055
7.125,-0.479035239
7.13,-0.495539831
7.135,-0.517712667
7.14,-0.539199037
7.145,-0.564255028
7.15,-0.588026347
7.155,-0.612327226
7.16,-0.635863186
7.165,-0.657143617
7.17,-0.677698355
7.175,-0.693173249
7.18,-0.708049937
7.185,-0.715542217
7.19,-0.722632425
7.195,-0.720886842
7.2,-0.718954931
7.205,-0.707589024
7.21,-0.696174084
7.215,-0.676070451
7.22,-0.656241405
7.225,-0.628616072
7.23,-0.601500684
7.235,-0.568158074
7.24,-0.535423477
7.245,-0.498226853
7.25,-0.461746115
7.255,-0.422499902
7.26,-0.384028414
7.265,-0.344164382
7.27,-0.305104495
7.275,-0.265671955
7.28,-0.227072981
7.285,-0.188719173
7.29,-0.151159703
7.295,-0.114257279
7.3,-0.078142329
7.305,-0.042847215
7.31,-0.008324375
7.315,0.025168767
7.32,0.057927882
7.325,0.089418996
7.33,0.120190302
7.335,0.149316053
7.34,0.177735725
7.345,0.203988127
7.35,0.22959329
7.355,0.252295685
7.36,0.274448907
7.365,0.292934442
7.37,0.310939452
7.375,0.324521662
7.38,0.337750833
7.385,0.345870739
7.39,0.353755285
7.395,0.356069655
7.4,0.358305571
7.405,0.354804597
7.41,0.35134285
7.415,0.342359958
7.42,0.333504553
7.425,0.31975563
7.43,0.306300906
7.435,0.288933329
7.44,0.271869758
7.445,0.252266265
7.45,0.233104071
7.455,0.212980825
7.46,0.193318491
7.465,0.17438185
7.47,0.155896315
7.475,0.139823216
7.48,0.124142382
7.485,0.112433242
7.49,0.101018302
7.495,0.094933275
7.5,0.089019865
7.505,0.089540598
7.51,0.09007408
7.515,0.09790469
7.52,0.105146901
7.525,0.119994169
7.53,0.134478591
7.535,0.157073113
7.54,0.179089042
7.545,0.209077778
7.55,0.238321208
7.555,0.274949046
7.56,0.310635445
7.565,0.352656941
7.57,0.393550671
7.575,0.438935847
7.58,0.483124612
7.585,0.529274707
7.59,0.574169551
7.595,0.619074201
7.6,0.66269418
7.605,0.703578104
7.61,0.743324457
7.615,0.777402565
7.62,0.810411749
7.625,0.835134314
7.63,0.8590037
7.635,0.872360357
7.64,0.885138422
7.645,0.885864114
7.65,0.886305414
7.655,0.874056908
7.66,0.861847629
7.665,0.837076031
7.67,0.812657472
7.675,0.77692204
7.68,0.741765199
7.685,0.697115522
7.69,0.65332883
7.695,0.602451929
7.7,0.552604728
7.705,0.49838376
7.71,0.445300363
7.715,0.39051061
7.72,0.336917267
7.725,0.283990777
7.73,0.232241085
7.735,0.182972476
7.74,0.134821824
7.745,0.090259426
7.75,0.046725745
7.755,0.007154932
7.76,-0.031461695
7.765,-0.066524391
7.77,-0.100753522
7.775,-0.132340742
7.78,-0.163153236
7.785,-0.19218092
7.79,-0.220316199
7.795,-0.248323991
7.8,-0.275674738
7.805,-0.303966923
7.81,-0.331533417
7.815,-0.360816073
7.82,-0.389451491
7.825,-0.420028626
7.83,-0.449978135
7.835,-0.481496708
7.84,-0.512122876
7.845,-0.543543383
7.85,-0.574061678
7.855,-0.604187608
7.86,-0.63342133
7.865,-0.660928983
7.87,-0.687573651
7.875,-0.711099805
7.88,-0.733841426
7.885,-0.752170055
7.89,-0.769861252
7.895,-0.782070531
7.9,-0.793760058
7.905,-0.799232168
7.91,-0.804331626
7.915,-0.802762562
7.92,-0.801016979
7.925,-0.792495
7.93,-0.783963214
7.935,-0.768968846
7.94,-0.754121578
7.945,-0.733468773
7.95,-0.713090555
7.955,-0.687916884
7.96,-0.663125673
7.965,-0.634735421
7.97,-0.606845309
7.975,-0.576729087
7.98,-0.54715223
7.985,-0.516732002
7.99,-0.486860946
7.995,-0.457293896
8,-0.428276019
8.005,-0.4003761
8.01,-0.372995933
8.015,-0.346939664
8.02,-0.32139334
8.025,-0.296866909
8.03,-0.272811196
8.035,-0.248863357
8.04,-0.225415657
8.045,-0.200683286
8.05,-0.17649028
8.055,-0.149512186
8.06,-0.123093071
8.065,-0.092346281
8.07,-0.062493858
8.075,-0.027101658
8.08,0.007462763
8.085,0.048107502
8.09,0.087776382
8.095,0.13328218
8.1,0.177657271
8.105,0.226739555
8.11,0.2745862
8.115,0.325198321
8.12,0.374506157
8.125,0.424059159
8.13,0.472317684
8.135,0.517987253
8.14,0.562421184
8.145,0.601510491
8.15,0.639501453
8.155,0.669804002
8.16,0.699184725
8.165,0.719249131
8.17,0.738607458
8.175,0.747864936
8.18,0.756690921
8.185,0.755523929
8.19,0.754170612
8.195,0.743804983
8.2,0.73347858
8.205,0.715757964
8.21,0.6982629
8.215,0.675393792
8.22,0.652897337
8.225,0.627262754
8.23,0.602059663
8.235,0.575846488
8.24,0.550094127
8.245,0.525204947
8.25,0.500756969
8.255,0.478574327
8.26,0.456774144
8.265,0.438092475
8.27,0.4196952
8.275,0.404720446
8.28,0.389941824
8.285,0.378213071
8.29,0.36662161
8.295,0.357236646
8.3,0.347930135
8.305,0.339535643
8.31,0.331219604
8.315,0.322256326
8.32,0.313391114
8.325,0.3023096
8.33,0.291394798
8.335,0.276871149
8.34,0.26258286
8.345,0.243616799
8.35,0.225013584
8.355,0.201104972
8.36,0.177676885
8.365,0.148688427
8.37,0.120327596
8.375,0.086482885
8.38,0.053403093
8.385,0.015110086
8.39,-0.022293457
8.395,-0.064579732
8.4,-0.105843173
8.405,-0.151610809
8.41,-0.19625068
8.415,-0.245058377
8.42,-0.292630436
8.425,-0.343948635
8.43,-0.393942937
8.435,-0.44715382
8.44,-0.498942739
8.445,-0.553114771
8.45,-0.605854837
8.455,-0.659801219
8.46,-0.712276603
8.465,-0.764408754
8.47,-0.815069908
8.475,-0.863514759
8.48,-0.910547453
8.485,-0.953245607
8.49,-0.99468851
8.495,-1.029600184
8.5,-1.063433126
8.505,-1.085596155
8.51,-1.106680453
8.515,-1.118056167
8.52,-1.128549282
8.525,-1.129235748
8.53,-1.129431881
8.535,-1.12021363
8.54,-1.110603113
8.545,-1.092853076
8.55,-1.074906907
8.555,-1.050488348
8.56,-1.026265923
8.565,-0.997238239
8.57,-0.968671467
8.575,-0.936946954
8.58,-0.90586968
8.585,-0.87299779
8.59,-0.840724105
8.595,-0.807440334
8.6,-0.774774383
8.605,-0.741098347
8.61,-0.70795187
8.615,-0.673138263
8.62,-0.638932667
8.625,-0.60186353
8.63,-0.565598539
8.635,-0.525018621
8.64,-0.485468402
8.645,-0.440534331
8.65,-0.396826092
8.655,-0.34697889
8.66,-0.298543846
8.665,-0.244097325
8.67,-0.191151222
8.675,-0.132929141
8.68,-0.07638792
8.685,-0.015954439
8.69,0.042683444
8.695,0.103381704
8.7,0.162211798
8.705,0.220992858
8.71,0.277930268
8.715,0.332720021
8.72,0.385705351
8.725,0.434718988
8.73,0.482006654
8.735,0.52388105
8.74,0.564313868
8.745,0.598342943
8.75,0.631087347
8.755,0.656967097
8.76,0.681787728
8.765,0.699753511
8.77,0.716895535
8.775,0.72759459
8.78,0.73769544
8.785,0.742108432
8.79,0.746099739
8.795,0.74539366
8.8,0.744412995
8.805,0.739901936
8.81,0.735253584
8.815,0.728232022
8.82,0.721161428
8.825,0.712982682
8.83,0.704794129
8.835,0.696703643
8.84,0.688593543
8.845,0.681670048
8.85,0.67469752
8.855,0.669951101
8.86,0.66506739
8.865,0.6631649
8.87,0.66105647
8.875,0.662547081
8.88,0.663694459
8.885,0.668793917
8.89,0.673432462
8.895,0.682130961
8.9,0.690221447
8.905,0.7020973
8.91,0.713247461
8.915,0.727496524
8.92,0.740921827
8.925,0.756367301
8.93,0.77092037
8.935,0.785973578
8.94,0.800114767
8.945,0.812824185
8.95,0.824680425
8.955,0.833016078
8.96,0.840616231
8.965,0.842528528
8.97,0.843793586
8.975,0.837046611
8.98,0.830054469
8.985,0.813589104
8.99,0.797221805
8.995,0.770165258
9,0.743657883
9.005,0.706157253
9.01,0.669519609
9.015,0.622388849
9.02,0.576474114
9.025,0.521439194
9.03,0.468002758
9.035,0.407544761
9.04,0.348861767
9.045,0.285844234
9.05,0.224768418
9.055,0.162349091
9.06,0.101910707
9.065,0.043106111
9.07,-0.013764614
9.075,-0.066164487
9.08,-0.116797202
9.085,-0.160525054
9.09,-0.202723069
9.095,-0.236820791
9.1,-0.269673068
9.105,-0.293709168
9.11,-0.316803828
9.115,-0.331170571
9.12,-0.344909687
9.125,-0.350793677
9.13,-0.356334434
9.135,-0.355500869
9.14,-0.354569237
9.145,-0.349185387
9.15,-0.343850569
9.155,-0.336191575
9.16,-0.328669875
9.165,-0.320844168
9.17,-0.313185174
9.175,-0.306948145
9.18,-0.300818989
9.185,-0.297367048
9.19,-0.293915107
9.195,-0.293787621
9.2,-0.293542454
9.205,-0.296651163
9.21,-0.299504898
9.215,-0.305163335
9.22,-0.310468732
9.225,-0.317598167
9.23,-0.324286302
9.235,-0.331533417
9.24,-0.338339232
9.245,-0.344282062
9.25,-0.349852239
9.255,-0.353284566
9.26,-0.356403081
9.265,-0.356324628
9.27,-0.356050042
9.275,-0.351852795
9.28,-0.347616323
9.285,-0.33910415
9.29,-0.330729271
9.295,-0.318108113
9.3,-0.305800767
9.305,-0.289629601
9.31,-0.273909541
9.315,-0.25500232
9.32,-0.236683498
9.325,-0.216001273
9.33,-0.195976094
9.335,-0.174509337
9.34,-0.153768272
9.345,-0.132448615
9.35,-0.111874263
9.355,-0.091525464
9.36,-0.071911184
9.365,-0.053129488
9.37,-0.0350676
9.375,-0.018290383
9.38,-0.002178253
9.385,0.012370108
9.39,0.026316145
9.395,0.038572496
9.4,0.050293405
9.405,0.060312859
9.41,0.069865517
9.415,0.077772618
9.42,0.085289416
9.425,0.091246956
9.43,0.096873031
9.435,0.101047722
9.44,0.104940962
9.445,0.107461271
9.45,0.109756027
9.455,0.110756305
9.46,0.111609484
9.465,0.111148571
9.47,0.110619012
9.475,0.108824395
9.48,0.106990552
9.485,0.10389165
9.49,0.100812362
9.495,0.096452325
9.5,0.092166819
9.505,0.08531001
9.51,0.078695424
9.515,0.070862853
9.52,0.06335193
9.525,0.054677958
9.53,0.046405068
9.535,0.037053446
9.54,0.028176467
9.545,0.018336474
9.55,0.009046242
9.555,-0.001045879
9.56,-0.010530381
9.565,-0.020603772
9.57,-0.030031885
9.575,-0.039820883
9.58,-0.048935184
9.585,-0.058165202
9.59,-0.066713659
9.595,-0.075141494
9.6,-0.082896593
9.605,-0.090319247
9.61,-0.097094661
9.615,-0.103371898
9.62,-0.109030335
9.625,-0.114061146
9.63,-0.118542785
9.635,-0.122308539
9.64,-0.125574153
9.645,-0.128094462
9.65,-0.130173472
9.655,-0.131487563
9.66,-0.132438808
9.665,-0.132625135
9.67,-0.132527068
9.675,-0.131654276
9.68,-0.130555931
9.685,-0.128712281
9.69,-0.126711725
9.695,-0.123936443
9.7,-0.121092514
9.705,-0.117454247
9.71,-0.1138454
9.715,-0.109452021
9.72,-0.105146901
9.725,-0.100106283
9.73,-0.095224533
9.735,-0.089679853
9.74,-0.084379359
9.745,-0.078523808
9.75,-0.072978147
9.755,-0.067032375
9.76,-0.061447488
9.765,-0.055641951
9.77,-0.050228681
9.775,-0.044781087
9.78,-0.039738507
9.785,-0.034833221
9.79,-0.030328046
9.795,-0.026097457
9.8,-0.022239521
9.805,-0.018753257
9.81,-0.015600419
9.815,-0.012863383
9.82,-0.01041172
9.825,-0.008375271
9.83,-0.006571338
9.835,-0.005142313
9.84,-0.003895594
9.845,-0.002959843
9.85,-0.002161876
9.855,-0.001604858
9.86,-0.001180819
9.865,-9.20E-04
9.87,-7.34E-04
9.875,-6.47E-04
9.88,-6.17E-04
9.885,-6.40E-04
9.89,-7.07E-04
9.895,-7.97E-04
9.9,-9.24E-04
9.905,-0.00105549
9.91,-0.001219261
9.915,-0.001381365
9.92,-0.001571908
9.925,-0.001759313
9.93,-0.001970842
9.935,-0.002180312
9.94,-0.002408023
9.945,-0.002633576
9.95,-0.00286923
9.955,-0.003100078
9.96,-0.003331025
9.965,-0.003550498
9.97,-0.003759085
9.975,-0.003946588
9.98,-0.004112321
9.985,-0.004246378
9.99,-0.004349347
9.995,-0.004411423
10,-0.004435842
